"date","machine_id","assembly_line_no","hydraulic_pressu","coolant_pressure","air_system_press","coolant_temperat","hydraulic_oil_te","spindle_bearing_","spindle_vibratio","tool_vibration_m","spindle_speed_rp","voltage_volts","torque_nm","cutting_kn","downtime"
"2022-03-31","MAKINO-L2-UNIT1-2015","Shop Floor, L2","91.5","4.57","6.41","4.9","47.2","38.1","0.904","16.141","26605.0","266.0","25.46687293","3.13","MACHINE_FAILURE"
"2022-03-31","MAKINO-L3-UNIT1-2015","Shop Floor, L3","148.662548","5.06","6.23","11.9","49.4","35.3","0.633","24.257","20310.0","355.0","23.50576071","2.68","NO_MACHINE_FAILURE"
"2022-03-31","MAKINO-L2-UNIT1-2015","Shop Floor, L2","131.0481918","5.05","7.05","5.7","50.4","36.7","1.024","28.519","20298.0","241.0","23.51965711","2.9","NO_MACHINE_FAILURE"
"2022-03-31","MAKINO-L1-UNIT1-2013","Shop Floor, L1","145.2990279","5.0","5.76","6.8","48.3","36.0","1.123","29.251","20297.0","429.0","23.52081588","2.69","NO_MACHINE_FAILURE"
"2022-03-31","MAKINO-L3-UNIT1-2015","Shop Floor, L3","98.7","6.84","6.34","24.4","53.7","35.0","0.742","34.247","18638.0","356.0","25.61444361","3.0","MACHINE_FAILURE"
"2022-03-31","MAKINO-L3-UNIT1-2015","Shop Floor, L3","170.0894611","4.98","5.4","7.4","49.7","34.5","0.899","28.348","20018.0","343.0","23.84863623","2.71","NO_MACHINE_FAILURE"
"2022-03-31","MAKINO-L2-UNIT1-2015","Shop Floor, L2","111.7502053","4.98","6.34","9.9","44.5","44.1","0.9","39.846","20016.0","336.0","23.85101918","2.58","NO_MACHINE_FAILURE"
"2022-03-31","MAKINO-L3-UNIT1-2015","Shop Floor, L3","127.5689918","4.98","6.85","10.6","43.2","30.5","0.923","29.888","20018.0","386.0","23.84863623","2.82","NO_MACHINE_FAILURE"
"2022-03-31","MAKINO-L1-UNIT1-2013","Shop Floor, L1","111.2860766","5.06","6.62","12.2","48.2","31.5","1.183","18.113","20314.0","432.0","23.50113222","2.62","NO_MACHINE_FAILURE"
"2022-03-31","MAKINO-L2-UNIT1-2015","Shop Floor, L2","124.9137633","5.07","6.09","21.0","46.0","26.9","0.939","26.958","13272.0","333.0","23.39288514","2.64","NO_MACHINE_FAILURE"
"2022-01-31","MAKINO-L1-UNIT1-2013","Shop Floor, L1","72.38","5.57","6.66","9.9","56.5","40.0","1.036","36.234","27613.0","353.0","24.46208239","3.33","MACHINE_FAILURE"
"2022-01-31","MAKINO-L3-UNIT1-2015","Shop Floor, L3","78.33","6.56","5.86","9.7","48.1","35.8","0.946","32.774","26526.0","302.0","24.472114","2.71","MACHINE_FAILURE"
"2022-01-31","MAKINO-L3-UNIT1-2015","Shop Floor, L3","128.8976615","5.23","7.02","22.4","48.5","39.3","1.04","21.366","15217.0","378.0","35.5812209","2.17","NO_MACHINE_FAILURE"
"2022-01-31","MAKINO-L3-UNIT1-2015","Shop Floor, L3","96.96","4.82","6.57","28.7","55.0","38.6","0.858","26.215","19440.0","319.0","14.20288973","3.49","MACHINE_FAILURE"
"2022-01-31","MAKINO-L1-UNIT1-2013","Shop Floor, L1","145.98","4.82","5.89","26.4","38.8","31.0","0.849","29.791","19457.0","374.0","24.53625944","3.93","MACHINE_FAILURE"
"2022-01-31","MAKINO-L1-UNIT1-2013","Shop Floor, L1","51.16","4.85","6.38","27.0","41.4","41.6","1.006","25.207","19577.0","354.0","24.38586096","3.59","MACHINE_FAILURE"
"2022-01-31","MAKINO-L2-UNIT1-2015","Shop Floor, L2","120.6057212","5.23","6.27","22.4","48.2","32.9","1.661","37.604","14152.0","308.0","33.92336502","3.0","NO_MACHINE_FAILURE"
"2022-01-31","MAKINO-L3-UNIT1-2015","Shop Floor, L3","85.82","4.82","6.17","27.0","51.6","28.7","1.657","27.527","19456.0","355.0","14.10999444","2.68","MACHINE_FAILURE"
"31-01-2022","MAKINO-L3-UNIT1-2015","Shop Floor, L3","58.6","6.82","6.97","30.3","52.7","38.9","0.961","35.756","19443.0","450.0","17.89931102","2.86","MACHINE_FAILURE"
"2021-12-30","MAKINO-L3-UNIT1-2015","Shop Floor, L3","103.5761466","5.13","7.04","22.0","45.5","30.5","1.657","21.132","14152.0","390.0	","23.13778898","2.92","NO_MACHINE_FAILURE"
"2021-12-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","57.3","4.92","6.0","29.8","44.9","33.8","0.555","26.314","19784.0","423.0","16.96410507","2.75","MACHINE_FAILURE"
"2022-04-30","MAKINO-L3-UNIT1-2015","Shop Floor, L3","107.9309707","5.1","7.09","21.2","44.7","39.7","1.325","21.182","19197.0","413.0","31.62033518","1.91","NO_MACHINE_FAILURE"
"2022-04-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","116.0745108","5.1","6.33","21.2","47.8","37.0","0.951","26.227","18436.0","437.0 ","30.51400825","1.89","NO_MACHINE_FAILURE"
"2022-04-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","121.6326698","5.09","7.32","21.2","43.4","37.9","1.241","28.863","17726.0","337.0","36.0","1.95","NO_MACHINE_FAILURE"
"04-30-2022","MAKINO-L3-UNIT1-2015","Shop Floor, L3","134.2142583","5.1","6.22","21.2","51.1","35.3","0.491","19.805","16198.0","462.0","23.3004051","1.99","NO_MACHINE_FAILURE"
"2022-04-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","135.8119306","5.09","6.82","21.2","44.4","27.4","0.762","30.761","15217.0","236.0","23.31861476","1.88","NO_MACHINE_FAILURE"
"2022-04-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","106.1276855","5.09","7.17","5.7","45.3","33.2","1.052","28.604","20470.0","445.0","23.32203224","1.88","NO_MACHINE_FAILURE"
"2022-04-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","134.3099363","5.1","6.76","4.5","45.0","36.8","0.905","25.637","17726.0","387.0","23.3004051","2.88","NO_MACHINE_FAILURE"
"2022-04-30","MAKINO-L2-UNIT1-2015","Shop Floor-L2	","138.7899732","5.1","6.19","21.2","49.7","34.2","1.304","23.086","14266.0","336.0","23.3004051","2.82","NO_MACHINE_FAILURE"
"2022-04-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","91.54","4.6","6.26","26.4","51.2","40.0","0.464","24.451","18592.0","294.0","16.44955444","3.13","MACHINE_FAILURE"
"2022-04-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","75.53","4.61","6.61","28.7","44.0","35.3","1.032","32.456","18594.0","315.0","15.1197393","2.59","MACHINE_FAILURE"
"2022-04-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","99.56","4.6","6.8","25.6","46.2","35.3","1.08","34.978","18590.0","398.0","15.90071615","3.0","MACHINE_FAILURE"
"2022-03-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","168.7970173","5.0","6.18","20.2","49.7","37.0","0.695","22.98","20066.0","439.0","23.79158776","2.02","NO_MACHINE_FAILURE"
"2022-03-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","131.2658541","4.98","6.34","20.1","47.9","27.7","1.085","31.444","20033.0","347.0","28.38124","2.01","NO_MACHINE_FAILURE"
"2022-03-30","MAKINO-L3-UNIT1-2015","SHOP FLOOR-L3","118.8639284","5.0","6.06","20.2","53.8","37.0","0.613","34.735","20096.0","319.0","23.75607086","3.0","NO_MACHINE_FAILURE"
"2022-03-30","MAKINO-L3-UNIT1-2015","Shop Floor, L3","132.8214064","3.13","6.69","5.7","44.7","34.6","1.006","43.624","17726.0","272.0","23.8331586","2.01","NO_MACHINE_FAILURE"
"2022-03-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","111.6968659","4.99","6.03","20.1","43.0","36.9","1.01","24.895","20048.0","304.0","23.81294892","2.17","NO_MACHINE_FAILURE"
"2022-03-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","141.5189961","5.2","0.0","22.2","49.2","33.4","1.312","31.531","20908.0","369.0","22.83346088","1.86","NO_MACHINE_FAILURE"
"2022-03-30","MAKINO-L1-UNIT1-2013","Shop Floor-L1	","124.8479541","5.69","6.13","26.7","48.8","33.0","1.333","24.673","22802.0","377.0","20.93684764","1.87","NO_MACHINE_FAILURE"
"2022-03-30","MAKINO-L3-UNIT1-2015","Shop Floor, L3","96.371232","3.05","7.17","25.7","48.8","31.2","1.15","21.245","22313.0","	363.0","21.39568861","2.88","NO_MACHINE_FAILURE"
"2022-03-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","99.26714472","3.9","6.21","20.3","50.7","34.0","0.743","26.577","20132.0","331.0","23.7135903","1.99","NO_MACHINE_FAILURE"
"2022-03-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","125.4182022","3.11","6.85","20.2","49.9","35.9","1.686","30.197","20096.0"," 388.0","23.75607086","2.93","NO_MACHINE_FAILURE"
"2022-03-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","114.6794626","3.16","6.65","23.1","42.4","37.4","1.222","21.857","21253.0","337.0","28.38124","2.89","NO_MACHINE_FAILURE"
"2022-03-30","MAKINO-L3-UNIT1-2015","Shop Floor, L3","64.22","4.63","6.74","30.3","44.2","27.1","0.68","17.501","18696.0","395.0","17.89931102","2.71","MACHINE_FAILURE"
"2022-03-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","72.19","4.63","7.23","29.8","43.7","40.2","2.0","30.001","18677.0","303.0","15.1197393","3.91","MACHINE_FAILURE"
"2022-03-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","75.27","4.63","6.91","26.4","53.9","36.6","1.025","30.299","18703.0","361.0","16.44955444","2.68","MACHINE_FAILURE"
"03-30-2022","MAKINO-L1-UNIT1-2013","Shop Floor, L1","59.08","4.63","6.67","27.0","52.6","41.9","0.953","25.503","18697.0","354.0","14.20288973","2.48","MACHINE_FAILURE"
"2022-03-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","99.19","4.63","6.73","28.7","46.9","35.9","1.638","18.274","18695.0","466.0","15.1197393","2.55","MACHINE_FAILURE"
"2022-03-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","81.6","4.63","6.88","30.3","42.7","39.7","1.25","22.987","18660.0","363.0","16.96410507","2.55","MACHINE_FAILURE"
"2022-03-30","MAKINO-L3-UNIT1-2015","Shop Floor, L3","95.84","4.63","6.9","29.8","50.0","36.7","0.537","21.723","25177.0","390.0","16.96410507","2.64","MACHINE_FAILURE"
"2022-03-30","MAKINO-L3-UNIT1-2015","Shop Floor, L3","95.29","4.63","6.47","24.4","44.9","31.6","0.791","28.124","18676.0","223.0","15.90071615","2.53","MACHINE_FAILURE"
"03-30-2022","MAKINO-L3-UNIT1-2015","Shop Floor, L3","69.97","4.63","6.14","26.4","44.6","33.9","1.745","23.816","18684.0","295.0","14.44705039","2.77","MACHINE_FAILURE"
"2022-03-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","50.59","4.63","6.57","28.7","46.5","34.8","0.489","21.161","18658.0","363.0","14.20288973","2.49","MACHINE_FAILURE"
"2022-03-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","88.11","4.63","6.65","29.8","44.7","38.5","0.633","24.478","0.0","378.0","15.1197393","2.56","MACHINE_FAILURE"
"2022-01-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","50.24","4.85","6.07","14.2","48.0","32.2","0.55","30.478","19579.0","339.0","15.90071615","3.55","MACHINE_FAILURE"
"2022-01-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","87.17","4.88","6.08","28.7","45.4","32.6","1.527","28.087","19691.0","342.0","17.89931102","3.67","MACHINE_FAILURE"
"2022-01-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","88.95","4.87","7.13","18.0","42.4","35.3","0.891","26.004","19652.0","360.0","16.96410507","3.69","MACHINE_FAILURE"
"2022-01-30","MAKINO-L3-UNIT1-2015","Shop Floor, L3","82.01","4.84","6.44","8.1","47.0","38.1","1.62","22.532","25528.0","333.0","24.38212462","2.85","MACHINE_FAILURE"
"2022-01-30","MAKINO-L3-UNIT1-2015","Shop Floor, L3","50.39","6.0","5.93","17.3","47.7","39.7","0.969","21.076","23432.0","372.0","24.47336853","3.33","MACHINE_FAILURE"
"2022-01-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","145.0208641","3.89","6.17","12.2","51.0","37.0","0.554","32.839","15217.0","312.0","22.87613206","1.89","NO_MACHINE_FAILURE"
"2022-01-30","MAKINO-L3-UNIT1-2015","Shop Floor, L3","90.57","4.83","6.33","24.4","47.2","35.2","1.277","30.465","0.0","308.0","17.89931102","2.62","MACHINE_FAILURE"
"2022-01-30","MAKINO-L1-UNIT1-2013","Shop Floor, L1","54.6","4.83","6.03","25.6","55.2","32.9","1.39","36.111","19496.0","306.0","15.90071615","2.53","MACHINE_FAILURE"
"2022-01-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","98.76","4.87","6.55","8.0","50.7","36.0","1.072","21.153","21951.0","305.0","15.1197393","2.55","MACHINE_FAILURE"
"2022-01-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","73.49","4.83","5.93","21.9","46.1","29.9","0.871","12.235","17919.0","384.0","24.49597209","3.53","MACHINE_FAILURE"
"2022-01-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","127.2746824","3.16","7.23","8.7","42.2","30.1","1.083","28.064","13272.0","352.0","22.74100891","2.17","NO_MACHINE_FAILURE"
"01-30-2022","MAKINO-L1-UNIT1-2013","Shop Floor, L1","111.8059937","3.11","6.38","7.4","52.1","33.5","0.696","28.203","19197.0","246.0","22.73775957","2.02","NO_MACHINE_FAILURE"
"2022-01-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","123.0958075","3.05","5.99","11.9","47.3","34.5","1.134","15.695","14266.0","351.0","22.88490485","1.95","NO_MACHINE_FAILURE"
"2022-01-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","123.7002566","3.05","6.17","10.6","38.8","33.4","0.543","31.799","14152.0","313.0","22.91346292","1.99","NO_MACHINE_FAILURE"
"2022-01-30","MAKINO-L2-UNIT1-2015","Shop Floor, L2","127.1","4.87","5.42","30.3","43.3","37.2","1.305","28.952","19657.0","294.0","16.96410507","2.59","MACHINE_FAILURE"
"2022-01-30","MAKINO-L3-UNIT1-2015","Shop Floor, L3","139.9493345","3.9","6.72","5.7","41.7","43.7","1.471","19.005","20862.0","328.0","22.88380788","3.0","NO_MACHINE_FAILURE"
"2021-12-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","139.434025","3.16","5.93","9.9","52.5","36.1","1.045","29.013","13272.0","359.0","23.13891043","1.88","NO_MACHINE_FAILURE"
"2021-12-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","139.434025","3.11","5.93","8.7","52.5","36.1","1.045","29.013","19197.0","359.0","23.3585478","2.72","NO_MACHINE_FAILURE"
"2022-05-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","70.52","4.57","6.13","25.4","48.0","36.2","1.322","16.591","18463.0","369.0","15.1197393","3.67","MACHINE_FAILURE"
"2022-04-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","82.34","4.0","5.76","10.4","49.9","32.8","0.694","21.664","26605.0","357.0","15.90071615","3.49","MACHINE_FAILURE"
"2022-04-29","MAKINO-L2-UNIT1-2015","Shop Floor, L2","76.22","4.61","6.19","17.3","43.3","32.9","1.408","18.863","26526.0","299.0","16.96410507","3.93","MACHINE_FAILURE"
"2022-04-29","MAKINO-L2-UNIT1-2015","Shop Floor, L2","89.93","5.0","6.27","6.8","46.1","38.1","1.19","21.076","27613.0","351.0","17.89931102","3.59","MACHINE_FAILURE"
"2022-04-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","87.05","4.61","5.82","7.8","48.4","33.5","1.0","24.87","20504.0","384.0","16.44955444","3.91","MACHINE_FAILURE"
"2022-04-29","MAKINO-L2-UNIT1-2015","Shop Floor, L2","134.1482237","3.11","7.01","7.4","46.8","26.9","0.458","26.477","18436.0","296.0","23.34255819","2.65","NO_MACHINE_FAILURE"
"2022-04-29","MAKINO-L2-UNIT1-2015","Shop Floor, L2","159.7620133","3.13","6.22","6.8","45.6","26.3","0.986","27.847","17726.0","385.0","23.29585712","2.85","NO_MACHINE_FAILURE"
"2022-03-29","MAKINO-L1-UNIT1-2013","Shop Floor, L1","95.68","4.65","6.71","14.8","48.6","32.4","0.78","25.887","23432.0","257.0","15.1197393","3.58","MACHINE_FAILURE"
"2022-03-29","MAKINO-L2-UNIT1-2015","Shop Floor-L2	","83.33","4.67","6.26","11.3","51.3","38.3","1.253","17.395","25528.0","401.0","14.20288973","3.55","MACHINE_FAILURE"
"2022-03-29","MAKINO-L2-UNIT1-2015","SHOP FLOOR-L2","171.0","4.66","6.2","15.2","48.6","34.2","0.617","30.458","17919.0","353.0","14.10999444","3.55","MACHINE_FAILURE"
"2022-03-29","MAKINO-L2-UNIT1-2015","Shop Floor, L2","68.27","4.66","6.47","31.2","44.4","30.5","1.743","33.729","27957.0","333.0","14.44705039","3.67","MACHINE_FAILURE"
"2022-03-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","67.14","4.63","6.42","6.4","44.4","37.4","1.32","14.635","20504.0","368.0","15.90071615","3.67","MACHINE_FAILURE"
"2022-03-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","59.37","4.65","6.79","17.5","48.6","42.3","1.615","18.748","26605.0","366.0","17.89931102","3.61","MACHINE_FAILURE"
"2022-03-29","MAKINO-L2-UNIT1-2015","Shop Floor, L2","97.64","4.66","5.96","9.2","45.3","30.2","0.978","29.85","27613.0","363.0","16.96410507","2.69","MACHINE_FAILURE"
"2022-03-29","MAKINO-L2-UNIT1-2015","Shop Floor, L2","93.05","4.66","6.35","10.1","50.4","43.8","0.706","29.718","26526.0","311.0","15.1197393","2.53","MACHINE_FAILURE"
"2022-03-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","99.39","4.65","6.71","16.2","49.2","39.2","1.118","24.115","23432.0","341.0","14.20288973","2.76","MACHINE_FAILURE"
"2022-03-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","76.97","4.67","6.9","18.4","42.5","40.5","1.042","22.768","20801.0","324.0","16.44955444","2.47","MACHINE_FAILURE"
"2022-03-29","MAKINO-L1-UNIT1-2013","Shop Floor, L1","71.75","4.67","0.0","16.2","42.8","31.6","0.635","33.03","25528.0","310.0","15.90071615","3.53","MACHINE_FAILURE"
"2022-03-29","MAKINO-L1-UNIT1-2013","Shop Floor, L1","55.15","4.67","5.09","12.3","46.2","36.2","0.276","31.194","17919.0","388.0","17.89931102","2.71","MACHINE_FAILURE"
"2022-03-29","MAKINO-L1-UNIT1-2013","Shop Floor, L1","91.92","4.63","6.77","18.8","37.1","37.6","0.967","26.864","21951.0","358.0","16.44955444","3.69","MACHINE_FAILURE"
"2022-03-29","MAKINO-L2-UNIT1-2015","Shop Floor, L2","134.9818453","5.67","6.66","26.5","51.7","35.3","0.908","0.0","22734.0","352.0","20.99947216","2.88","NO_MACHINE_FAILURE"
"2022-03-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","91.1738057","3.16","6.22","26.7","47.1","31.0","0.971","16.006","22851.0","269.0 ","35.5812209","3.01","NO_MACHINE_FAILURE"
"2022-03-29","MAKINO-L1-UNIT1-2013","SHOP FLOOR-L1","107.4031822","5.69","6.17","6.8","45.4","37.1","0.663","25.693","22807.0","320.0","20.93225764","1.99","NO_MACHINE_FAILURE"
"2022-03-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","143.8245061","5.67","6.05","7.4","50.2","25.5","1.308","27.332","22690.0","453.0","35.5812209","1.95","NO_MACHINE_FAILURE"
"2022-03-29","MAKINO-L1-UNIT1-2013","Shop Floor, L1","115.0651448","3.13","6.3","26.7","46.5","34.1","1.023","34.411","22809.0","379.0","35.5812209","0.0","NO_MACHINE_FAILURE"
"2022-03-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","100.922193","3.11","6.4","26.5","37.8","26.5","0.959","20.785","22696.0","317.0","34.97300419","2.91","NO_MACHINE_FAILURE"
"2022-03-29","MAKINO-L1-UNIT1-2013","Shop Floor, L1","141.6807075","3.11","6.74","26.6","51.6","34.1","0.903","27.917","22796.0","364.0","33.92336502","3.06","NO_MACHINE_FAILURE"
"2022-03-29","MAKINO-L2-UNIT1-2015","Shop Floor, L2","141.7204771","3.13","6.18","26.7","51.2","33.9","0.633","17.081","22858.0","284.0","32.51929855","3.1","NO_MACHINE_FAILURE"
"2022-03-29","MAKINO-L1-UNIT1-2013","Shop Floor, L1","115.6612125","3.89","6.52","26.5","46.2","34.6","1.191","27.086","22684.0","398.0","30.51400825","1.99","NO_MACHINE_FAILURE"
"2022-03-29","MAKINO-L1-UNIT1-2013","Shop Floor, L1","101.5518705","3.05","6.27","26.8","46.6","29.9","1.21","34.898","22860.0","333.0","20.88372703","1.88","NO_MACHINE_FAILURE"
"2022-01-29","MAKINO-L2-UNIT1-2015","Shop Floor, L2","111.1316179","5.19","7.15","22.1","48.9","34.4","0.927","25.781","14266.0","344.0","22.86955689","1.87","NO_MACHINE_FAILURE"
"2022-01-29","MAKINO-L1-UNIT1-2013","Shop Floor, L1","94.3","4.88","6.22","24.1","47.4","42.2","0.841","28.126","19667.0","314.0","24.27426654","2.63","MACHINE_FAILURE"
"2022-01-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","114.1963231","5.19","7.31","22.1","48.1","37.5","0.899","33.856","20878.0","356.0","22.86627072","1.91","NO_MACHINE_FAILURE"
"2022-01-29","MAKINO-L1-UNIT1-2013","Shop Floor, L1","115.8742504","5.19","7.42","22.1","48.7","32.8","1.227","22.472","17726.0","348.0","22.86517554","2.02","NO_MACHINE_FAILURE"
"2022-01-29","MAKINO-L2-UNIT1-2015","Shop Floor, L2","137.725198","5.18","7.06","22.0","51.8","37.5","1.213","29.174","13272.0","408.0","22.91456273","1.85","NO_MACHINE_FAILURE"
"2022-01-29","MAKINO-L2-UNIT1-2015","Shop Floor, L2","89.69829109","5.2","7.25","22.2","49.2","34.9","0.667","30.564","18436.0","399.0","22.81600076","2.17","NO_MACHINE_FAILURE"
"2022-01-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","121.0","6.88","5.99","17.0","49.6","33.7","0.589","27.915","27957.0","370.0","24.27426654","2.92","MACHINE_FAILURE"
"2022-01-29","MAKINO-L3-UNIT1-2015","Shop Floor, L3","94.3","4.88","6.19","11.4","44.6","36.8","0.888","21.472","19657.0","350.0","16.44955444","3.55","MACHINE_FAILURE"
"2022-01-29","MAKINO-L1-UNIT1-2013","Shop Floor, L1","59.65","4.88","6.45","15.7","49.9","33.5","1.299","26.614","19679.0","399.0","24.2594644","3.58","MACHINE_FAILURE"
"2022-01-29","MAKINO-L1-UNIT1-2013","Shop Floor, L1","82.23","4.88","6.03","6.6","48.9","34.2","0.808","13.849","19671.0","289.0","24.26933049","3.93","MACHINE_FAILURE"
"2021-12-28","MAKINO-L1-UNIT1-2013","Shop Floor, L1","58.18","4.91","6.39","33.6","51.4","38.7","1.212","29.513","20504.0","358.0","24.15390842","2.78","MACHINE_FAILURE"
"2021-12-28","MAKINO-L2-UNIT1-2015","SHOP FLOOR-L2","73.63","4.9","6.58","25.8","49.0","35.0","0.671","19.791","21951.0","266.0","24.19552988","2.58","MACHINE_FAILURE"
"2021-12-28","MAKINO-L1-UNIT1-2013","Shop Floor, L1","112.4306642","5.13","0.0","21.6","40.5","31.4","1.075","28.592","20624.0","340.0","23.14788596","1.89","NO_MACHINE_FAILURE"
"2022-04-28","MAKINO-L2-UNIT1-2015","Shop Floor, L2","124.9278409","3.13","6.66","21.1","46.8","27.3","0.959","33.023","20419.0","410.0","23.38028307","2.63","NO_MACHINE_FAILURE"
